Id,AccountId,WhatId,ActivityDate,CreatedDate,Type,Subject,Status,Owner_Role__c,Is_Executive_Touch__c,Is_CSM_Touch__c,Days_Before_Renewal__c
00T000000004943,001000000002926,,2024-02-01,2024-01-27,Renewal Review,Renewal planning,Completed,SDR,false,false,472
00T000000004944,001000000000326,,2024-09-08,2024-09-04,Email,Support check-in,Open,SDR,false,false,422
00T000000004945,001000000004754,,2024-07-29,2024-07-24,Meeting,Product adoption review,Completed,AE,false,false,479
00T000000004946,001000000001831,,2025-05-01,2025-05-01,Renewal Review,Renewal planning,Completed,Support,false,false,61
00T000000004947,001000000001380,,2024-11-08,2024-11-05,Meeting,Support check-in,Completed,AE,false,false,323
00T000000004948,001000000003187,,2025-05-15,2025-05-11,Call,Customer follow-up,Completed,AE,false,false,296
00T000000004949,001000000003096,,2024-10-14,2024-10-12,Meeting,Renewal planning,Open,AE,false,false,433
00T000000004950,001000000000270,,2024-04-11,2024-04-08,Meeting,Renewal planning,Open,CSM,false,true,656
00T000000004951,001000000001095,,2024-07-01,2024-07-01,Call,Customer follow-up,Completed,SDR,false,false,581
00T000000004952,001000000001776,,2024-11-21,2024-11-21,QBR,Product adoption review,Completed,Support,false,false,258
00T000000004953,001000000001706,,2025-09-23,2025-09-23,Email,Support check-in,Completed,SDR,false,false,47
00T000000004954,001000000001919,,2025-08-30,2025-08-27,Email,Renewal planning,Completed,Support,false,false,101
00T000000004955,001000000004383,,2024-04-30,2024-04-25,Email,Support check-in,Completed,CSM,false,true,626
00T000000004956,001000000002075,,2024-01-07,2024-01-06,Meeting,Renewal planning,Completed,AE,false,false,518
00T000000004957,001000000004183,,2024-07-19,2024-07-17,QBR,Customer follow-up,Completed,CSM,false,true,476
00T000000004958,001000000004698,,2025-04-06,2025-04-01,Email,Renewal planning,Completed,SDR,false,false,328
00T000000004959,001000000001421,,2024-07-17,2024-07-12,Email,Renewal planning,Completed,SDR,false,false,463
00T000000004960,001000000000622,,2024-02-09,2024-02-06,Meeting,Customer follow-up,Completed,CSM,false,false,507
00T000000004961,001000000000817,,2024-01-26,2024-01-26,Renewal Review,Customer follow-up,Completed,CSM,false,true,532
00T000000004962,001000000002472,,2025-09-07,2025-09-07,Call,Product adoption review,Completed,AE,false,false,-20
00T000000004963,001000000001719,,2024-05-13,2024-05-12,QBR,Renewal planning,Completed,SDR,false,false,483
00T000000004964,001000000001906,,2025-02-18,2025-02-18,QBR,Support check-in,Completed,AE,true,false,194
00T000000004965,001000000004419,,2024-07-24,2024-07-24,Meeting,Renewal planning,Completed,CSM,false,true,522
00T000000004966,001000000002000,,2024-02-17,2024-02-13,Renewal Review,Product adoption review,Completed,SDR,false,false,756
00T000000004967,001000000004063,,2024-06-30,2024-06-25,QBR,Support check-in,Completed,AE,true,false,283
00T000000004968,001000000002689,,2025-01-09,2025-01-05,Email,Renewal planning,Completed,AE,false,false,135
00T000000004969,001000000001141,,2024-08-20,2024-08-20,Email,Product adoption review,Completed,AE,false,false,306
00T000000004970,001000000003897,,2024-05-21,2024-05-19,Call,Support check-in,Completed,Support,false,false,506
00T000000004971,001000000000939,,2024-07-05,2024-07-01,Email,Product adoption review,Completed,CSM,false,true,482
00T000000004972,001000000001084,,2024-10-28,2024-10-24,Meeting,Product adoption review,Completed,SDR,false,false,185
00T000000004973,001000000001899,,2024-05-15,2024-05-10,Email,Support check-in,Completed,Support,false,false,556
00T000000004974,001000000002466,,2024-12-25,2024-12-25,QBR,Customer follow-up,Completed,AE,true,false,408
00T000000004975,001000000001875,,2024-07-25,2024-07-24,Renewal Review,Renewal planning,Completed,Support,false,false,254
00T000000004976,001000000003226,,2025-09-07,2025-09-06,Renewal Review,Support check-in,Completed,SDR,false,false,-23
00T000000004977,001000000004819,,2024-04-27,2024-04-24,Call,Customer follow-up,Completed,CSM,false,true,551
00T000000004978,001000000003368,,2024-08-22,2024-08-18,Call,Product adoption review,Open,Support,false,false,534
00T000000004979,001000000003758,,2025-05-25,2025-05-21,Meeting,Product adoption review,Completed,Support,true,false,50
00T000000004980,001000000001343,,2025-07-16,2025-07-12,Meeting,Renewal planning,Completed,AE,false,false,-71
00T000000004981,001000000000489,,2024-03-03,2024-02-28,Meeting,Product adoption review,Completed,AE,false,false,721
00T000000004982,001000000004337,,2024-01-10,2024-01-09,Email,Product adoption review,Completed,AE,true,false,517
00T000000004983,001000000004485,,2024-12-07,2024-12-03,Meeting,Customer follow-up,Completed,AE,false,false,152
00T000000004984,001000000002060,,2024-07-09,2024-07-09,QBR,Renewal planning,Open,AE,false,false,621
00T000000004985,001000000003752,,2025-05-02,2025-05-01,QBR,Support check-in,Completed,AE,false,false,275
00T000000004986,001000000001057,,2025-05-22,2025-05-22,Renewal Review,Support check-in,Completed,CSM,false,false,201
00T000000004987,001000000001058,,2024-09-11,2024-09-07,Email,Renewal planning,Completed,SDR,false,false,305
00T000000004988,001000000003221,,2024-03-25,2024-03-23,Call,Renewal planning,Completed,AE,false,false,603
00T000000004989,001000000003839,,2025-08-18,2025-08-14,Email,Customer follow-up,Completed,Support,false,false,-48
00T000000004990,001000000003942,,2025-03-12,2025-03-09,Renewal Review,Support check-in,Completed,SDR,false,false,97
00T000000004991,001000000003531,,2025-09-19,2025-09-19,Call,Renewal planning,Completed,Support,true,false,-125
00T000000004992,001000000003587,,2025-08-01,2025-07-28,Call,Renewal planning,Completed,AE,false,false,216
00T000000004993,001000000001649,,2024-03-30,2024-03-30,Meeting,Product adoption review,Completed,SDR,false,false,486
00T000000004994,001000000000125,,2024-07-01,2024-06-29,Meeting,Renewal planning,Open,CSM,false,true,512
00T000000004995,001000000001710,,2024-06-28,2024-06-26,Email,Customer follow-up,Completed,CSM,false,false,353
00T000000004996,001000000002939,,2025-09-02,2025-08-30,QBR,Renewal planning,Completed,SDR,true,false,38
00T000000004997,001000000001215,,2024-07-22,2024-07-21,Renewal Review,Support check-in,Completed,CSM,false,true,316
00T000000004998,001000000003531,,2025-05-21,2025-05-20,QBR,Product adoption review,Completed,CSM,false,true,-4
00T000000004999,001000000000174,,2025-01-05,2025-01-04,Meeting,Product adoption review,Open,CSM,false,true,344
00T000000005000,001000000000591,,2024-10-02,2024-10-02,Email,Renewal planning,Completed,AE,false,false,295
00T000000005001,001000000001420,,2024-10-20,2024-10-18,Renewal Review,Customer follow-up,Completed,SDR,false,false,510
00T000000005002,001000000002844,,2025-08-16,2025-08-14,Call,Customer follow-up,Completed,SDR,false,false,-16
00T000000005003,001000000001552,,2024-03-29,2024-03-25,Renewal Review,Support check-in,Completed,AE,false,false,428
00T000000005004,001000000001190,,2025-07-03,2025-06-29,Renewal Review,Product adoption review,Open,CSM,false,true,256
00T000000005005,001000000000839,,2025-08-29,2025-08-27,Meeting,Customer follow-up,Completed,CSM,false,true,-21
00T000000005006,001000000001968,,2025-08-07,2025-08-05,Email,Renewal planning,Completed,SDR,false,false,46
00T000000005007,001000000004280,,2025-02-27,2025-02-22,Email,Customer follow-up,Completed,SDR,false,false,335
00T000000005008,001000000004168,,2024-09-21,2024-09-20,QBR,Support check-in,Completed,SDR,false,false,408
00T000000005009,001000000002359,,2024-12-30,2024-12-28,Renewal Review,Support check-in,Completed,Support,false,false,153
00T000000005010,001000000001992,,2024-01-24,2024-01-21,Call,Customer follow-up,Completed,SDR,false,false,619
00T000000005011,001000000001673,,2024-02-05,2024-02-02,Meeting,Product adoption review,Completed,Support,false,false,491
00T000000005012,001000000003542,,2024-02-25,2024-02-20,Meeting,Support check-in,Completed,CSM,false,true,733
00T000000005013,001000000002916,,2025-03-17,2025-03-13,QBR,Renewal planning,Completed,SDR,false,false,52
00T000000005014,001000000000842,,2024-06-18,2024-06-14,Meeting,Support check-in,Completed,CSM,false,false,485
00T000000005015,001000000004843,,2025-04-19,2025-04-19,Meeting,Support check-in,Completed,SDR,false,false,24
00T000000005016,001000000001503,,2025-04-23,2025-04-20,Meeting,Product adoption review,Completed,Support,false,false,178
00T000000005017,001000000002939,,2025-07-07,2025-07-03,Meeting,Support check-in,Completed,SDR,false,false,95
00T000000005018,001000000001631,,2024-04-25,2024-04-21,Call,Renewal planning,Completed,SDR,false,false,489
00T000000005019,001000000002926,,2025-01-31,2025-01-31,QBR,Support check-in,Open,Support,false,false,107
00T000000005020,001000000000622,,2025-07-09,2025-07-06,Renewal Review,Customer follow-up,Completed,Support,false,false,-9
00T000000005021,001000000000199,,2024-08-14,2024-08-09,Call,Renewal planning,Completed,AE,false,false,526
00T000000005022,001000000001222,,2024-02-09,2024-02-09,Call,Support check-in,Completed,AE,false,false,523
00T000000005023,001000000004932,,2024-10-21,2024-10-21,Call,Support check-in,Open,AE,false,false,203
00T000000005024,001000000004912,,2025-09-07,2025-09-06,Meeting,Customer follow-up,Completed,Support,false,false,201
00T000000005025,001000000002525,,2024-07-09,2024-07-09,QBR,Support check-in,Completed,SDR,true,false,281
00T000000005026,001000000004548,,2024-10-06,2024-10-05,Meeting,Customer follow-up,Completed,Support,false,false,197
00T000000005027,001000000002833,,2024-08-26,2024-08-25,QBR,Customer follow-up,Completed,AE,false,false,221
00T000000005028,001000000004526,,2025-04-18,2025-04-14,Call,Product adoption review,Completed,AE,false,false,234
00T000000005029,001000000000214,,2025-05-18,2025-05-14,QBR,Support check-in,Completed,AE,false,false,44
00T000000005030,001000000001368,,2025-03-20,2025-03-17,QBR,Support check-in,Completed,Support,true,false,182
00T000000005031,001000000000285,,2024-08-28,2024-08-26,Call,Support check-in,Completed,Support,false,false,340
00T000000005032,001000000004473,,2025-05-19,2025-05-15,Renewal Review,Product adoption review,Completed,CSM,false,true,191
00T000000005033,001000000002669,,2025-08-28,2025-08-26,Call,Customer follow-up,Open,CSM,false,false,-147
00T000000005034,001000000004436,,2025-06-09,2025-06-08,Renewal Review,Renewal planning,Completed,Support,false,false,188
00T000000005035,001000000001747,,2025-04-22,2025-04-19,QBR,Product adoption review,Completed,Support,false,false,197
00T000000005036,001000000002806,,2025-05-01,2025-04-30,Renewal Review,Support check-in,Completed,AE,false,false,245
00T000000005037,001000000003550,,2024-11-24,2024-11-24,Renewal Review,Product adoption review,Completed,CSM,false,true,302
00T000000005038,001000000003722,,2024-10-07,2024-10-04,Meeting,Renewal planning,Completed,CSM,false,true,446
00T000000005039,001000000000685,,2025-05-04,2025-04-30,QBR,Support check-in,Completed,AE,false,false,3
00T000000005040,001000000004840,,2024-06-18,2024-06-15,Renewal Review,Product adoption review,Completed,CSM,false,true,637
00T000000005041,001000000001290,,2024-07-11,2024-07-09,Call,Renewal planning,Completed,SDR,false,false,360
00T000000005042,001000000004221,,2025-08-26,2025-08-25,Meeting,Support check-in,Open,AE,false,false,164
00T000000005043,001000000003022,,2024-02-22,2024-02-20,Call,Customer follow-up,Completed,CSM,false,true,448
00T000000005044,001000000002826,,2025-04-15,2025-04-11,Renewal Review,Renewal planning,Completed,SDR,false,false,151
00T000000005045,001000000000685,,2024-04-16,2024-04-11,Meeting,Support check-in,Completed,CSM,false,true,386
00T000000005046,001000000003506,,2025-02-19,2025-02-16,Email,Support check-in,Open,SDR,false,false,219
00T000000005047,001000000004126,,2025-07-09,2025-07-09,Email,Support check-in,Open,Support,false,false,91
00T000000005048,001000000004657,,2025-03-20,2025-03-16,Meeting,Product adoption review,Completed,Support,false,false,230
00T000000005049,001000000000783,,2025-02-18,2025-02-13,Call,Support check-in,Completed,SDR,false,false,268
00T000000005050,001000000003566,,2024-09-22,2024-09-22,Email,Renewal planning,Completed,Support,false,false,295
00T000000005051,001000000004675,,2024-07-27,2024-07-25,Call,Support check-in,Completed,CSM,false,true,406
00T000000005052,001000000000827,,2025-01-23,2025-01-23,Renewal Review,Product adoption review,Completed,AE,false,false,258
00T000000005053,001000000000744,,2025-07-25,2025-07-24,Renewal Review,Customer follow-up,Completed,CSM,false,true,247
00T000000005054,001000000004435,,2025-05-08,2025-05-05,QBR,Product adoption review,Completed,SDR,false,false,119
00T000000005055,001000000000918,,2024-10-08,2024-10-03,QBR,Support check-in,Completed,SDR,false,false,204
00T000000005056,001000000003337,,2024-09-08,2024-09-08,QBR,Customer follow-up,Completed,AE,false,false,233
00T000000005057,001000000001756,,2025-07-01,2025-06-28,Email,Customer follow-up,Completed,SDR,false,false,-53
00T000000005058,001000000002315,,2024-12-10,2024-12-08,Email,Product adoption review,Open,Support,false,false,138
00T000000005059,001000000004562,,2025-06-14,2025-06-09,Renewal Review,Renewal planning,Completed,AE,true,false,97
00T000000005060,001000000003060,,2025-09-12,2025-09-11,Meeting,Renewal planning,Completed,Support,false,false,167
00T000000005061,001000000001576,,2024-02-07,2024-02-06,Call,Renewal planning,Completed,Support,false,false,608
00T000000005062,001000000002875,,2025-01-12,2025-01-08,Email,Product adoption review,Completed,SDR,false,false,248
00T000000005063,001000000000197,,2025-09-11,2025-09-09,QBR,Renewal planning,Completed,CSM,true,true,124
00T000000005064,001000000001429,,2024-11-02,2024-10-29,Meeting,Product adoption review,Completed,SDR,false,false,155
00T000000005065,001000000001112,,2024-03-28,2024-03-28,Meeting,Product adoption review,Completed,AE,false,false,544
00T000000005066,001000000002350,,2024-11-13,2024-11-12,Renewal Review,Product adoption review,Completed,CSM,false,false,382
00T000000005067,001000000001843,,2025-04-08,2025-04-03,Meeting,Customer follow-up,Completed,Support,false,false,277
00T000000005068,001000000002777,,2024-01-07,2024-01-07,Meeting,Product adoption review,Open,SDR,false,false,489
00T000000005069,001000000002888,,2025-09-17,2025-09-15,QBR,Renewal planning,Completed,Support,false,false,176
00T000000005070,001000000004357,,2024-12-21,2024-12-17,Email,Support check-in,Completed,AE,false,false,175
00T000000005071,001000000001131,,2025-02-07,2025-02-05,QBR,Product adoption review,Completed,Support,false,false,337
00T000000005072,001000000003596,,2025-09-02,2025-09-01,Renewal Review,Customer follow-up,Completed,AE,false,false,140
00T000000005073,001000000002727,,2025-04-29,2025-04-24,Call,Renewal planning,Open,AE,false,false,299
00T000000005074,001000000002536,,2024-01-11,2024-01-09,Meeting,Renewal planning,Completed,AE,true,false,655
00T000000005075,001000000004403,,2025-05-04,2025-04-29,Renewal Review,Support check-in,Completed,SDR,false,false,164
00T000000005076,001000000001887,,2024-05-13,2024-05-10,Email,Product adoption review,Completed,AE,false,false,458
00T000000005077,001000000000739,,2024-12-30,2024-12-28,Renewal Review,Product adoption review,Completed,AE,false,false,228
00T000000005078,001000000002502,,2024-03-05,2024-03-04,QBR,Support check-in,Completed,AE,false,false,640
00T000000005079,001000000004841,,2024-07-22,2024-07-21,Call,Renewal planning,Completed,CSM,false,false,328
00T000000005080,001000000002202,,2024-02-14,2024-02-14,QBR,Customer follow-up,Completed,SDR,false,false,715
00T000000005081,001000000000704,,2024-04-16,2024-04-11,Call,Support check-in,Completed,CSM,false,true,671
00T000000005082,001000000003631,,2024-12-14,2024-12-12,Call,Support check-in,Completed,AE,false,false,285
00T000000005083,001000000001266,,2025-05-16,2025-05-13,Renewal Review,Renewal planning,Completed,CSM,false,true,-42
00T000000005084,001000000004658,,2025-09-21,2025-09-20,Email,Renewal planning,Completed,CSM,false,true,-34
00T000000005085,001000000000942,,2024-08-30,2024-08-26,Email,Support check-in,Completed,AE,false,false,280
00T000000005086,001000000003428,,2025-02-25,2025-02-23,Meeting,Renewal planning,Completed,CSM,false,false,116
00T000000005087,001000000003874,,2024-03-03,2024-03-02,Renewal Review,Renewal planning,Completed,AE,true,false,545
00T000000005088,001000000003059,,2024-08-13,2024-08-13,Email,Product adoption review,Completed,SDR,false,false,478
00T000000005089,001000000001285,,2024-07-03,2024-07-03,Renewal Review,Customer follow-up,Completed,AE,false,false,505
00T000000005090,001000000003590,,2025-05-13,2025-05-12,QBR,Product adoption review,Completed,CSM,false,true,130
00T000000005091,001000000004975,,2024-08-15,2024-08-15,Call,Product adoption review,Completed,SDR,false,false,357
00T000000005092,001000000000786,,2025-02-26,2025-02-21,Email,Support check-in,Completed,SDR,false,false,268
00T000000005093,001000000004873,,2025-05-11,2025-05-08,Renewal Review,Product adoption review,Completed,AE,false,false,124
00T000000005094,001000000003784,,2025-05-18,2025-05-15,Email,Product adoption review,Completed,SDR,false,false,91
00T000000005095,001000000003107,,2024-05-16,2024-05-13,Renewal Review,Product adoption review,Completed,CSM,false,false,684
00T000000005096,001000000000898,,2024-05-04,2024-05-01,Email,Product adoption review,Completed,CSM,false,true,427
00T000000005097,001000000001711,,2024-10-09,2024-10-05,Meeting,Customer follow-up,Completed,AE,false,false,417
00T000000005098,001000000001888,,2024-02-03,2024-01-30,Email,Support check-in,Completed,Support,false,false,552
00T000000005099,001000000004864,,2024-03-23,2024-03-21,Renewal Review,Product adoption review,Completed,AE,false,false,509
00T000000005100,001000000000628,,2025-09-05,2025-09-01,Call,Support check-in,Completed,Support,false,false,27
00T000000005101,001000000002655,,2024-05-23,2024-05-22,Email,Customer follow-up,Completed,AE,true,false,571
00T000000005102,001000000003370,,2024-10-22,2024-10-20,Email,Support check-in,Completed,SDR,false,false,409
00T000000005103,001000000001440,,2025-03-28,2025-03-27,Meeting,Product adoption review,Completed,AE,false,false,138
00T000000005104,001000000002404,,2025-07-03,2025-06-29,Call,Customer follow-up,Completed,SDR,true,false,117
00T000000005105,001000000002957,,2024-05-18,2024-05-13,QBR,Support check-in,Completed,Support,true,false,668
00T000000005106,001000000000625,,2025-07-19,2025-07-18,Call,Support check-in,Open,Support,false,false,66
00T000000005107,001000000001931,,2024-12-26,2024-12-22,Renewal Review,Customer follow-up,Completed,AE,false,false,207
00T000000005108,001000000004527,,2024-07-07,2024-07-06,Email,Renewal planning,Completed,Support,false,false,442
00T000000005109,001000000004280,,2025-06-06,2025-06-03,QBR,Support check-in,Completed,AE,false,false,236
00T000000005110,001000000004497,,2024-01-09,2024-01-09,Email,Product adoption review,Completed,CSM,true,true,506
00T000000005111,001000000003217,,2025-09-09,2025-09-08,Call,Product adoption review,Completed,CSM,false,true,-72
00T000000005112,001000000000933,,2024-09-21,2024-09-20,QBR,Renewal planning,Completed,SDR,false,false,264
00T000000005113,001000000002811,,2025-06-05,2025-06-04,Renewal Review,Renewal planning,Completed,Support,false,false,197
00T000000005114,001000000004589,,2025-09-02,2025-08-31,QBR,Customer follow-up,Completed,SDR,false,false,-16
00T000000005115,001000000004743,,2024-05-15,2024-05-14,Meeting,Renewal planning,Completed,SDR,false,false,385
00T000000005116,001000000000084,,2024-09-16,2024-09-16,QBR,Customer follow-up,Completed,Support,false,false,279
00T000000005117,001000000001049,,2024-06-12,2024-06-08,QBR,Support check-in,Completed,CSM,false,true,560
00T000000005118,001000000001669,,2025-07-11,2025-07-07,QBR,Support check-in,Completed,SDR,false,false,-13
00T000000005119,001000000001315,,2025-01-14,2025-01-13,QBR,Product adoption review,Completed,AE,true,false,429
00T000000005120,001000000004604,,2025-03-01,2025-03-01,Call,Product adoption review,Completed,AE,false,false,228
00T000000005121,001000000000039,,2025-01-19,2025-01-15,Renewal Review,Renewal planning,Completed,AE,false,false,379
00T000000005122,001000000002332,,2025-02-10,2025-02-06,Email,Renewal planning,Completed,SDR,false,false,304
00T000000005123,001000000002532,,2024-12-23,2024-12-19,QBR,Product adoption review,Completed,SDR,true,false,187
00T000000005124,001000000002326,,2024-07-02,2024-06-29,Email,Support check-in,Completed,CSM,true,true,531
00T000000005125,001000000000575,,2024-04-07,2024-04-04,Call,Support check-in,Completed,Support,false,false,494
00T000000005126,001000000001975,,2025-09-02,2025-08-29,Renewal Review,Renewal planning,Completed,AE,false,false,-34
00T000000005127,001000000000761,,2025-09-25,2025-09-23,Meeting,Customer follow-up,Completed,SDR,false,false,89
00T000000005128,001000000003051,,2024-03-23,2024-03-19,QBR,Support check-in,Completed,AE,true,false,712
00T000000005129,001000000000724,,2025-02-20,2025-02-19,Email,Customer follow-up,Completed,SDR,false,false,77
00T000000005130,001000000001738,,2024-01-14,2024-01-12,QBR,Renewal planning,Completed,CSM,false,true,533
00T000000005131,001000000004726,,2024-04-20,2024-04-16,Meeting,Product adoption review,Completed,Support,false,false,419
00T000000005132,001000000004511,,2024-12-11,2024-12-10,Email,Customer follow-up,Completed,AE,false,false,151
00T000000005133,001000000000641,,2025-01-13,2025-01-12,Call,Support check-in,Completed,SDR,false,false,367
00T000000005134,001000000003953,,2024-10-13,2024-10-08,QBR,Renewal planning,Completed,CSM,false,true,196
00T000000005135,001000000003599,,2024-05-17,2024-05-16,Call,Renewal planning,Completed,SDR,true,false,483
00T000000005136,001000000000790,,2024-02-18,2024-02-18,Email,Product adoption review,Open,Support,false,false,681
00T000000005137,001000000003231,,2024-01-06,2024-01-03,Email,Product adoption review,Completed,SDR,false,false,526
00T000000005138,001000000001799,,2024-11-27,2024-11-24,Call,Customer follow-up,Completed,AE,false,false,159
00T000000005139,001000000004684,,2025-08-16,2025-08-15,Call,Renewal planning,Completed,AE,false,false,-62
00T000000005140,001000000000444,,2024-09-13,2024-09-11,Call,Support check-in,Completed,AE,false,false,398
00T000000005141,001000000004409,,2024-09-11,2024-09-06,Call,Product adoption review,Completed,Support,false,false,473
00T000000005142,001000000003744,,2025-05-08,2025-05-04,Email,Support check-in,Completed,AE,false,false,126
00T000000005143,001000000003063,,2024-10-08,2024-10-08,Renewal Review,Renewal planning,Open,AE,false,false,401
00T000000005144,001000000002943,,2024-10-16,2024-10-15,Email,Customer follow-up,Open,AE,false,false,471
00T000000005145,001000000002514,,2024-06-02,2024-05-29,Meeting,Support check-in,Completed,AE,false,false,315
00T000000005146,001000000000196,,2025-06-12,2025-06-07,Renewal Review,Customer follow-up,Completed,CSM,false,true,210
00T000000005147,001000000001823,,2024-07-26,2024-07-23,Email,Renewal planning,Completed,Support,false,false,257
00T000000005148,001000000004053,,2024-04-15,2024-04-14,Email,Support check-in,Completed,CSM,false,false,691
00T000000005149,001000000001627,,2024-02-14,2024-02-11,Call,Customer follow-up,Completed,CSM,false,true,599
00T000000005150,001000000002083,,2025-05-13,2025-05-12,Renewal Review,Customer follow-up,Completed,AE,false,false,184
00T000000005151,001000000003398,,2024-05-05,2024-05-05,Call,Customer follow-up,Completed,SDR,false,false,507
00T000000005152,001000000001681,,2025-01-15,2025-01-13,QBR,Renewal planning,Open,CSM,false,true,112
00T000000005153,001000000002548,,2025-09-11,2025-09-09,Renewal Review,Customer follow-up,Completed,Support,false,false,-51
00T000000005154,001000000004915,,2025-07-27,2025-07-26,Renewal Review,Product adoption review,Completed,SDR,false,false,-48
00T000000005155,001000000000203,,2024-10-13,2024-10-12,Call,Renewal planning,Completed,AE,true,false,411
00T000000005156,001000000003591,,2025-01-12,2025-01-12,Email,Customer follow-up,Completed,CSM,false,false,117
00T000000005157,001000000004559,,2024-01-24,2024-01-23,Email,Product adoption review,Completed,Support,false,false,442
00T000000005158,001000000003551,,2025-06-17,2025-06-15,Renewal Review,Support check-in,Completed,AE,false,false,175
00T000000005159,001000000000824,,2024-01-23,2024-01-18,Email,Renewal planning,Completed,AE,false,false,636
00T000000005160,001000000003750,,2024-03-05,2024-03-01,Renewal Review,Renewal planning,Completed,CSM,false,true,445
00T000000005161,001000000000979,,2024-12-26,2024-12-25,Call,Product adoption review,Completed,AE,false,false,118
00T000000005162,001000000001065,,2024-05-03,2024-05-03,Call,Support check-in,Completed,SDR,true,false,662
00T000000005163,001000000000633,,2024-08-03,2024-07-30,Call,Product adoption review,Completed,CSM,false,true,510
00T000000005164,001000000001292,,2024-10-03,2024-10-01,Email,Product adoption review,Completed,CSM,false,true,248
00T000000005165,001000000000116,,2024-11-02,2024-10-28,Renewal Review,Renewal planning,Open,CSM,false,true,159
00T000000005166,001000000000425,,2024-05-11,2024-05-11,QBR,Product adoption review,Open,Support,false,false,474
00T000000005167,001000000004867,,2025-08-04,2025-08-01,Email,Support check-in,Completed,Support,false,false,91
00T000000005168,001000000002966,,2024-06-15,2024-06-15,Renewal Review,Renewal planning,Completed,Support,false,false,299
00T000000005169,001000000000350,,2025-04-21,2025-04-18,Email,Product adoption review,Completed,CSM,false,false,112
00T000000005170,001000000002053,,2024-12-07,2024-12-06,Renewal Review,Product adoption review,Completed,AE,false,false,296
00T000000005171,001000000002623,,2025-04-25,2025-04-21,Email,Support check-in,Completed,AE,true,false,22
00T000000005172,001000000004011,,2024-02-15,2024-02-11,Call,Product adoption review,Completed,SDR,false,false,434
00T000000005173,001000000001113,,2025-02-24,2025-02-19,Email,Support check-in,Completed,AE,false,false,389
00T000000005174,001000000004058,,2025-09-08,2025-09-03,Call,Product adoption review,Completed,AE,false,false,-160
00T000000005175,001000000002473,,2025-04-14,2025-04-14,Call,Support check-in,Completed,AE,true,false,34
00T000000005176,001000000000692,,2024-07-23,2024-07-21,Renewal Review,Customer follow-up,Completed,SDR,false,false,419
00T000000005177,001000000004567,,2024-07-17,2024-07-17,QBR,Product adoption review,Completed,CSM,false,true,603
00T000000005178,001000000002378,,2025-09-10,2025-09-05,QBR,Customer follow-up,Completed,CSM,false,true,-83
00T000000005179,001000000002439,,2024-11-24,2024-11-22,Renewal Review,Support check-in,Completed,Support,false,false,161
00T000000005180,001000000004742,,2024-04-05,2024-04-04,Meeting,Customer follow-up,Completed,AE,false,false,641
00T000000005181,001000000004156,,2024-09-18,2024-09-14,Renewal Review,Product adoption review,Completed,AE,false,false,371
00T000000005182,001000000003034,,2025-08-07,2025-08-06,QBR,Product adoption review,Completed,CSM,false,true,89
00T000000005183,001000000004243,,2025-02-08,2025-02-08,QBR,Support check-in,Completed,SDR,false,false,74
00T000000005184,001000000004446,,2025-05-11,2025-05-09,Call,Product adoption review,Completed,SDR,false,false,63
00T000000005185,001000000002351,,2024-12-30,2024-12-25,Email,Customer follow-up,Completed,Support,false,false,321
00T000000005186,001000000002153,,2024-04-19,2024-04-16,Renewal Review,Customer follow-up,Completed,Support,false,false,473
00T000000005187,001000000001855,,2024-12-24,2024-12-20,QBR,Support check-in,Completed,SDR,false,false,294
00T000000005188,001000000004087,,2024-10-13,2024-10-08,Meeting,Support check-in,Completed,Support,false,false,227
00T000000005189,001000000002542,,2024-07-07,2024-07-02,Renewal Review,Customer follow-up,Open,CSM,false,true,287
00T000000005190,001000000001778,,2024-06-30,2024-06-26,Call,Support check-in,Completed,CSM,false,true,549
00T000000005191,001000000004569,,2025-02-14,2025-02-10,Renewal Review,Renewal planning,Completed,AE,false,false,173
00T000000005192,001000000004820,,2025-04-24,2025-04-19,Email,Customer follow-up,Completed,Support,false,false,209
00T000000005193,001000000001742,,2025-08-11,2025-08-10,Renewal Review,Customer follow-up,Completed,Support,false,false,89
00T000000005194,001000000000010,,2024-02-27,2024-02-26,Meeting,Renewal planning,Completed,SDR,false,false,572
00T000000005195,001000000001569,,2025-06-09,2025-06-09,Renewal Review,Renewal planning,Completed,CSM,false,true,200
00T000000005196,001000000002975,,2025-09-18,2025-09-13,Call,Customer follow-up,Completed,SDR,false,false,-64
00T000000005197,001000000000302,,2024-03-07,2024-03-07,Call,Renewal planning,Open,CSM,false,true,476
00T000000005198,001000000004664,,2025-06-22,2025-06-19,Meeting,Product adoption review,Completed,Support,false,false,-60
00T000000005199,001000000000560,,2025-05-11,2025-05-06,Renewal Review,Support check-in,Completed,SDR,false,false,127
00T000000005200,001000000000519,,2024-01-12,2024-01-08,Call,Product adoption review,Completed,SDR,false,false,769
00T000000005201,001000000002267,,2024-11-23,2024-11-18,Meeting,Customer follow-up,Completed,Support,false,false,364
00T000000005202,001000000002147,,2025-04-23,2025-04-21,Meeting,Support check-in,Completed,CSM,false,true,-6
00T000000005203,001000000000170,,2024-01-07,2024-01-05,Renewal Review,Product adoption review,Completed,CSM,false,true,453
00T000000005204,001000000001844,,2025-04-20,2025-04-15,Email,Support check-in,Completed,SDR,false,false,230
00T000000005205,001000000003211,,2024-05-13,2024-05-08,Meeting,Customer follow-up,Completed,CSM,false,true,520
