Id,AccountId,CreatedDate,ClosedDate,Status,Priority,Severity__c,Type,Resolution_Hours__c,Is_Escalated,Customer_Sentiment__c
500000000006995,001000000001305,2024-04-26,2024-05-13,Closed,Medium,Sev4,How-to,128,false,Positive
500000000006996,001000000001953,2024-06-08,2024-06-15,Closed,Medium,Sev4,Performance,202,false,Positive
500000000006997,001000000002555,2024-05-18,,Working,Medium,Sev3,Integration,,false,Positive
500000000006998,001000000002068,2025-03-16,2025-04-05,Closed,Medium,Sev4,How-to,95,false,Positive
500000000006999,001000000002245,2024-02-02,2024-02-20,Closed,Medium,Sev3,Billing,31,false,Neutral
500000000007000,001000000004542,2025-01-18,2025-02-04,Closed,Medium,Sev4,Integration,29,false,Neutral
500000000007001,001000000002877,2024-11-02,2024-11-12,Closed,Medium,Sev3,How-to,90,false,Positive
500000000007002,001000000003070,2025-01-13,2025-01-30,Closed,Medium,Sev4,Performance,202,false,Neutral
500000000007003,001000000003555,2025-01-01,2025-01-18,Closed,Medium,Sev3,Performance,83,false,Positive
500000000007004,001000000003428,2024-12-27,2024-12-28,Closed,Medium,Sev4,Bug,86,false,Positive
500000000007005,001000000001354,2025-08-14,2025-08-25,Closed,Medium,Sev3,Billing,221,false,Positive
500000000007006,001000000000679,2024-05-06,2024-05-07,Closed,Medium,Sev3,Performance,16,false,Neutral
500000000007007,001000000003630,2024-06-08,2024-06-20,Closed,Medium,Sev3,How-to,150,false,Positive
500000000007008,001000000004472,2025-09-05,,New,Medium,Sev3,Integration,,false,Neutral
500000000007009,001000000003110,2024-03-05,2024-03-06,Closed,Medium,Sev4,How-to,140,false,Positive
500000000007010,001000000000940,2025-08-06,2025-08-16,Closed,Medium,Sev3,Billing,54,false,Positive
500000000007011,001000000002706,2025-09-28,2025-10-01,Closed,Medium,Sev3,Billing,17,false,Neutral
500000000007012,001000000001298,2025-03-23,,New,Medium,Sev3,Integration,,false,Neutral
500000000007013,001000000004636,2024-10-01,,New,Medium,Sev4,Performance,,false,Positive
500000000007014,001000000000587,2024-05-19,2024-06-09,Closed,Medium,Sev4,How-to,58,false,Neutral
500000000007015,001000000003430,2024-01-31,2024-02-10,Closed,Medium,Sev4,How-to,89,false,Neutral
500000000007016,001000000004750,2025-02-03,2025-02-19,Closed,Medium,Sev3,Billing,27,false,Positive
500000000007017,001000000004923,2024-05-16,2024-06-04,Closed,Medium,Sev3,Integration,237,false,Neutral
500000000007018,001000000001701,2024-07-27,2024-08-14,Closed,Medium,Sev4,Bug,227,false,Positive
500000000007019,001000000003506,2025-09-02,2025-09-10,Closed,Medium,Sev3,Bug,19,false,Neutral
500000000007020,001000000004257,2025-02-11,2025-03-03,Closed,Medium,Sev4,Bug,186,false,Positive
500000000007021,001000000004054,2024-08-31,2024-09-11,Closed,Medium,Sev4,Bug,220,false,Positive
500000000007022,001000000000997,2024-08-08,2024-08-17,Closed,Medium,Sev4,Integration,105,false,Positive
500000000007023,001000000002751,2024-03-12,2024-03-28,Closed,Medium,Sev3,Performance,122,false,Neutral
500000000007024,001000000001958,2025-06-19,2025-06-25,Closed,Medium,Sev4,Billing,61,false,Neutral
500000000007025,001000000001475,2024-08-22,2024-09-05,Closed,Medium,Sev4,Performance,89,false,Positive
500000000007026,001000000001017,2025-02-26,,Working,Medium,Sev3,Bug,,false,Positive
500000000007027,001000000003323,2025-09-12,2025-09-29,Closed,Medium,Sev3,Billing,183,false,Positive
500000000007028,001000000000817,2024-07-18,2024-07-20,Closed,Medium,Sev3,Bug,233,false,Neutral
500000000007029,001000000003001,2024-02-13,,New,Medium,Sev3,Performance,,false,Positive
500000000007030,001000000004872,2025-05-18,,Working,Medium,Sev4,Integration,,false,Positive
500000000007031,001000000004563,2025-09-18,2025-09-24,Closed,Medium,Sev3,Integration,222,false,Positive
500000000007032,001000000001503,2025-02-24,,Working,Medium,Sev4,Billing,,false,Positive
500000000007033,001000000001261,2024-01-02,2024-01-19,Closed,Medium,Sev4,Bug,124,false,Positive
500000000007034,001000000001407,2025-06-09,2025-06-17,Closed,Medium,Sev4,How-to,159,false,Neutral
500000000007035,001000000003248,2024-09-30,2024-10-13,Closed,Medium,Sev3,How-to,200,false,Neutral
500000000007036,001000000000253,2025-02-21,2025-03-13,Closed,High,Sev2,Performance,200,false,Negative
500000000007037,001000000003383,2025-07-04,,New,Medium,Sev3,Billing,,false,Positive
500000000007038,001000000003851,2024-12-20,,Working,Medium,Sev3,How-to,,false,Positive
500000000007039,001000000003442,2024-11-28,2024-12-04,Closed,Medium,Sev4,How-to,96,false,Neutral
500000000007040,001000000003693,2024-04-19,2024-05-01,Closed,Medium,Sev4,Billing,17,false,Positive
500000000007041,001000000003382,2024-08-01,2024-08-09,Closed,Medium,Sev3,Bug,199,false,Neutral
500000000007042,001000000004127,2024-04-16,2024-04-26,Closed,Medium,Sev3,Bug,50,false,Neutral
500000000007043,001000000002546,2024-12-25,2025-01-03,Closed,Medium,Sev3,How-to,12,false,Positive
500000000007044,001000000002296,2025-09-20,2025-10-09,Closed,Medium,Sev4,How-to,120,false,Neutral
500000000007045,001000000001067,2024-02-29,2024-03-04,Closed,Medium,Sev3,Integration,91,false,Positive
500000000007046,001000000000813,2024-10-22,2024-11-02,Closed,Medium,Sev4,Billing,111,false,Neutral
500000000007047,001000000002322,2025-01-13,2025-01-25,Closed,Medium,Sev3,Billing,172,false,Positive
500000000007048,001000000001680,2024-12-15,2024-12-23,Closed,High,Sev1,Performance,16,false,Negative
500000000007049,001000000003202,2024-06-11,2024-06-12,Closed,Medium,Sev4,Billing,113,false,Positive
500000000007050,001000000001375,2025-09-20,2025-10-08,Closed,Medium,Sev3,Integration,71,false,Neutral
500000000007051,001000000000511,2025-09-09,2025-09-18,Closed,Medium,Sev3,Performance,217,false,Positive
500000000007052,001000000003310,2024-07-13,2024-07-15,Closed,Medium,Sev3,Bug,93,false,Neutral
500000000007053,001000000004731,2025-02-28,2025-03-06,Closed,Medium,Sev4,How-to,82,false,Positive
500000000007054,001000000001760,2025-01-26,2025-02-16,Closed,Medium,Sev4,How-to,129,false,Positive
500000000007055,001000000004458,2024-12-20,2025-01-05,Closed,Medium,Sev3,How-to,6,false,Positive
500000000007056,001000000004430,2024-03-11,2024-03-27,Closed,Medium,Sev4,Bug,223,false,Neutral
500000000007057,001000000004959,2024-07-09,,New,Medium,Sev3,How-to,,false,Positive
500000000007058,001000000001370,2025-04-22,2025-05-05,Closed,Medium,Sev4,Billing,221,false,Neutral
500000000007059,001000000002022,2025-07-10,2025-07-17,Closed,Medium,Sev3,Bug,71,false,Neutral
500000000007060,001000000002554,2024-12-21,2025-01-04,Closed,Medium,Sev3,Integration,41,false,Neutral
500000000007061,001000000002559,2025-03-12,2025-03-26,Closed,Medium,Sev3,Bug,59,false,Positive
500000000007062,001000000001807,2024-05-19,2024-06-07,Closed,Medium,Sev3,Integration,41,false,Positive
500000000007063,001000000002767,2024-10-23,2024-10-25,Closed,Medium,Sev3,Integration,47,false,Neutral
500000000007064,001000000002758,2024-09-01,2024-09-13,Closed,Medium,Sev4,How-to,92,false,Neutral
500000000007065,001000000002657,2024-01-09,2024-01-13,Closed,Medium,Sev4,Integration,65,false,Positive
500000000007066,001000000001585,2025-01-23,2025-02-06,Closed,Medium,Sev3,How-to,187,false,Positive
500000000007067,001000000004980,2025-04-19,2025-05-08,Closed,Medium,Sev4,Billing,211,false,Neutral
500000000007068,001000000000535,2025-01-30,2025-02-12,Closed,Medium,Sev3,Bug,77,false,Neutral
500000000007069,001000000000298,2025-07-17,2025-07-27,Closed,High,Sev1,Billing,143,false,Neutral
500000000007070,001000000000471,2025-01-15,2025-01-17,Closed,Medium,Sev3,Integration,135,false,Positive
500000000007071,001000000002268,2025-04-10,2025-04-26,Closed,Medium,Sev4,Integration,179,false,Positive
500000000007072,001000000001561,2025-04-14,2025-05-04,Closed,Medium,Sev4,Billing,72,false,Neutral
500000000007073,001000000004988,2025-05-16,,Working,Medium,Sev4,Billing,,false,Positive
500000000007074,001000000001956,2024-11-25,2024-12-12,Closed,Medium,Sev4,Bug,239,false,Positive
500000000007075,001000000004463,2024-09-15,2024-09-25,Closed,Medium,Sev4,Performance,65,false,Positive
500000000007076,001000000001137,2025-08-07,2025-08-20,Closed,Medium,Sev3,Performance,166,false,Neutral
500000000007077,001000000000790,2025-08-29,2025-09-05,Closed,Medium,Sev4,Bug,132,false,Positive
500000000007078,001000000004266,2025-08-02,2025-08-10,Closed,Medium,Sev4,Bug,95,false,Neutral
500000000007079,001000000003654,2025-03-31,2025-04-12,Closed,Medium,Sev3,Performance,9,false,Positive
500000000007080,001000000004863,2025-07-04,2025-07-18,Closed,Medium,Sev4,Bug,96,false,Neutral
500000000007081,001000000002173,2025-09-16,,New,Medium,Sev4,How-to,,false,Neutral
500000000007082,001000000004343,2025-04-02,2025-04-09,Closed,Medium,Sev4,Performance,101,false,Neutral
500000000007083,001000000002132,2025-01-26,2025-02-13,Closed,Medium,Sev4,Integration,115,false,Positive
500000000007084,001000000004857,2024-09-08,2024-09-18,Closed,Medium,Sev3,Performance,195,false,Positive
500000000007085,001000000002925,2024-10-19,2024-10-20,Closed,Medium,Sev3,Integration,60,false,Positive
500000000007086,001000000001470,2024-05-23,2024-06-01,Closed,Medium,Sev3,Bug,78,false,Neutral
500000000007087,001000000002765,2024-08-22,2024-08-24,Closed,Medium,Sev4,Integration,13,false,Positive
500000000007088,001000000001985,2024-02-23,2024-03-01,Closed,Medium,Sev3,Billing,191,false,Neutral
500000000007089,001000000004475,2024-01-12,2024-01-31,Closed,Medium,Sev4,Performance,173,false,Neutral
500000000007090,001000000004198,2025-05-18,2025-05-29,Closed,Medium,Sev3,Bug,35,false,Neutral
500000000007091,001000000001997,2024-08-27,2024-09-02,Closed,Medium,Sev4,Bug,88,false,Positive
500000000007092,001000000003876,2024-05-04,2024-05-25,Closed,Medium,Sev3,Performance,162,false,Neutral
500000000007093,001000000002377,2024-12-28,2025-01-11,Closed,Medium,Sev3,Billing,95,false,Positive
500000000007094,001000000000014,2024-05-18,2024-05-31,Closed,Medium,Sev3,Billing,234,false,Positive
500000000007095,001000000002875,2024-04-16,2024-04-24,Closed,Medium,Sev4,How-to,126,false,Positive
500000000007096,001000000004074,2024-11-10,2024-11-22,Closed,Medium,Sev4,Integration,228,false,Neutral
500000000007097,001000000004080,2024-11-14,2024-12-01,Closed,Medium,Sev3,Billing,6,false,Positive
500000000007098,001000000001774,2024-09-02,,New,Medium,Sev3,Performance,,false,Neutral
500000000007099,001000000001403,2025-07-29,2025-08-16,Closed,Medium,Sev3,Billing,162,false,Neutral
500000000007100,001000000004030,2025-01-06,2025-01-12,Closed,Medium,Sev4,Bug,124,false,Neutral
500000000007101,001000000002102,2025-04-11,2025-04-27,Closed,Medium,Sev4,Performance,178,false,Neutral
500000000007102,001000000000971,2025-05-18,2025-06-05,Closed,Medium,Sev4,Performance,203,false,Neutral
500000000007103,001000000004531,2024-01-20,2024-02-05,Closed,Medium,Sev3,How-to,111,false,Neutral
500000000007104,001000000001512,2025-01-08,2025-01-11,Closed,Medium,Sev3,How-to,215,false,Neutral
500000000007105,001000000000715,2025-02-11,2025-02-21,Closed,Medium,Sev4,Billing,92,false,Neutral
500000000007106,001000000003252,2024-06-04,2024-06-17,Closed,Medium,Sev3,How-to,213,false,Neutral
500000000007107,001000000001532,2024-04-07,2024-04-15,Closed,Medium,Sev3,Integration,14,false,Neutral
500000000007108,001000000003148,2025-01-08,2025-01-25,Closed,Medium,Sev3,Performance,112,false,Neutral
500000000007109,001000000000364,2025-06-04,2025-06-16,Closed,Medium,Sev3,How-to,202,false,Neutral
500000000007110,001000000002511,2025-03-17,2025-04-05,Closed,Medium,Sev3,Bug,87,false,Positive
500000000007111,001000000000665,2024-12-12,,New,Medium,Sev4,Performance,,false,Neutral
500000000007112,001000000002945,2024-09-26,2024-10-06,Closed,Medium,Sev4,Integration,165,false,Neutral
500000000007113,001000000001840,2025-02-08,,Working,Medium,Sev4,Billing,,false,Neutral
500000000007114,001000000002184,2025-02-14,,Working,Medium,Sev3,Performance,,false,Positive
500000000007115,001000000003455,2024-02-14,,Working,Medium,Sev4,Integration,,false,Positive
500000000007116,001000000001944,2024-04-26,2024-05-11,Closed,Medium,Sev4,Bug,136,false,Neutral
500000000007117,001000000001739,2025-08-20,2025-09-03,Closed,Medium,Sev3,Performance,236,false,Neutral
500000000007118,001000000004226,2024-01-06,2024-01-26,Closed,Medium,Sev3,How-to,181,false,Neutral
500000000007119,001000000003272,2024-03-23,2024-03-25,Closed,Medium,Sev4,Billing,67,false,Neutral
500000000007120,001000000004506,2025-03-18,2025-03-26,Closed,Medium,Sev3,Integration,211,false,Positive
500000000007121,001000000004030,2025-03-28,2025-04-08,Closed,Medium,Sev3,Billing,139,false,Positive
500000000007122,001000000002248,2024-12-06,2024-12-11,Closed,Medium,Sev4,Integration,80,false,Positive
500000000007123,001000000004201,2025-04-02,2025-04-23,Closed,Medium,Sev4,Billing,208,false,Neutral
500000000007124,001000000001486,2025-02-20,2025-03-12,Closed,Medium,Sev3,Integration,6,false,Positive
500000000007125,001000000002117,2024-10-11,2024-10-21,Closed,Medium,Sev3,Performance,101,false,Positive
500000000007126,001000000001981,2025-05-09,,Working,Medium,Sev4,How-to,,false,Positive
500000000007127,001000000004242,2025-09-01,2025-09-05,Closed,Medium,Sev4,Bug,140,false,Positive
500000000007128,001000000002765,2024-03-29,2024-04-16,Closed,Medium,Sev4,Integration,101,false,Neutral
500000000007129,001000000001458,2024-11-19,2024-11-30,Closed,Medium,Sev3,Integration,34,false,Neutral
500000000007130,001000000002543,2025-03-12,2025-03-30,Closed,Medium,Sev4,Performance,103,false,Positive
500000000007131,001000000000749,2024-12-20,,New,Medium,Sev3,Integration,,false,Positive
500000000007132,001000000001055,2024-09-14,2024-09-18,Closed,Medium,Sev3,Bug,125,false,Neutral
500000000007133,001000000002736,2024-02-02,2024-02-06,Closed,Medium,Sev3,Integration,181,false,Positive
500000000007134,001000000004507,2024-01-18,,Working,Medium,Sev3,Bug,,false,Positive
500000000007135,001000000001052,2024-02-27,,Working,Medium,Sev3,Billing,,false,Positive
500000000007136,001000000003216,2025-02-05,2025-02-14,Closed,Medium,Sev3,Integration,213,false,Neutral
500000000007137,001000000003542,2024-03-15,2024-03-20,Closed,Medium,Sev4,How-to,40,false,Neutral
500000000007138,001000000003037,2024-09-11,2024-09-14,Closed,Medium,Sev4,Bug,44,false,Neutral
500000000007139,001000000000913,2025-04-03,2025-04-10,Closed,Medium,Sev4,Bug,131,false,Neutral
500000000007140,001000000001418,2024-03-23,2024-04-03,Closed,Medium,Sev4,Bug,46,false,Positive
500000000007141,001000000003098,2024-01-05,2024-01-10,Closed,Medium,Sev3,How-to,237,false,Neutral
500000000007142,001000000000586,2024-08-05,2024-08-15,Closed,Medium,Sev4,How-to,56,false,Neutral
500000000007143,001000000000712,2024-05-07,2024-05-28,Closed,Medium,Sev3,Performance,224,false,Positive
500000000007144,001000000003985,2024-05-07,2024-05-22,Closed,Medium,Sev4,Bug,15,false,Neutral
500000000007145,001000000003367,2025-01-01,2025-01-20,Closed,Medium,Sev4,Integration,145,false,Neutral
500000000007146,001000000001403,2024-10-18,2024-10-30,Closed,Medium,Sev3,Performance,100,false,Neutral
500000000007147,001000000004258,2025-02-16,2025-03-03,Closed,Medium,Sev3,Performance,14,false,Positive
500000000007148,001000000000372,2025-09-29,2025-10-16,Closed,Medium,Sev3,Integration,112,false,Neutral
500000000007149,001000000004487,2025-03-29,,New,Medium,Sev4,Billing,,false,Positive
500000000007150,001000000004819,2024-10-18,2024-10-25,Closed,Medium,Sev4,Billing,207,false,Positive
500000000007151,001000000003087,2024-06-29,2024-07-17,Closed,Medium,Sev4,Integration,226,false,Neutral
500000000007152,001000000001408,2024-07-03,2024-07-12,Closed,Medium,Sev4,Bug,69,false,Neutral
500000000007153,001000000002251,2024-07-12,,Working,Medium,Sev4,Integration,,false,Neutral
500000000007154,001000000004608,2025-03-31,2025-04-15,Closed,Medium,Sev3,How-to,133,false,Positive
500000000007155,001000000000940,2024-11-04,2024-11-05,Closed,Medium,Sev4,Billing,25,false,Neutral
500000000007156,001000000002385,2024-04-02,,New,Medium,Sev4,How-to,,false,Neutral
500000000007157,001000000000342,2025-07-10,,Working,Medium,Sev4,Performance,,false,Positive
500000000007158,001000000002953,2025-05-24,2025-06-01,Closed,Medium,Sev4,Performance,201,false,Positive
500000000007159,001000000003670,2025-03-06,2025-03-23,Closed,Medium,Sev4,Billing,183,false,Neutral
500000000007160,001000000000499,2024-04-07,2024-04-26,Closed,Medium,Sev3,Integration,104,false,Positive
500000000007161,001000000002346,2025-04-10,2025-04-26,Closed,Medium,Sev4,Performance,84,false,Positive
500000000007162,001000000003383,2024-04-12,2024-04-19,Closed,Medium,Sev3,Billing,80,false,Positive
500000000007163,001000000004894,2025-07-10,2025-07-12,Closed,Medium,Sev4,How-to,127,false,Neutral
500000000007164,001000000002872,2024-07-16,,New,Medium,Sev3,Performance,,false,Positive
500000000007165,001000000003350,2024-06-09,2024-06-25,Closed,Medium,Sev4,Bug,76,false,Neutral
500000000007166,001000000000581,2024-03-29,2024-04-16,Closed,Medium,Sev3,Bug,100,false,Neutral
500000000007167,001000000001550,2024-12-15,2024-12-17,Closed,Medium,Sev3,Bug,238,false,Neutral
500000000007168,001000000004411,2025-08-07,2025-08-17,Closed,Medium,Sev4,Bug,75,false,Neutral
500000000007169,001000000000351,2025-03-12,2025-03-26,Closed,Medium,Sev3,Integration,150,false,Positive
500000000007170,001000000000472,2025-06-13,2025-06-30,Closed,Medium,Sev3,How-to,200,false,Neutral
500000000007171,001000000002042,2024-12-01,2024-12-16,Closed,Medium,Sev3,Bug,154,false,Positive
500000000007172,001000000000299,2025-09-07,2025-09-15,Closed,Medium,Sev4,Billing,179,false,Positive
500000000007173,001000000000104,2024-02-03,2024-02-14,Closed,Medium,Sev4,Performance,51,false,Neutral
500000000007174,001000000002191,2025-02-01,,Working,Medium,Sev3,Billing,,false,Neutral
500000000007175,001000000002635,2024-05-14,2024-05-22,Closed,Medium,Sev4,How-to,27,false,Positive
500000000007176,001000000004736,2024-12-02,2024-12-18,Closed,Medium,Sev4,Integration,84,false,Neutral
500000000007177,001000000002999,2025-06-15,2025-06-27,Closed,Medium,Sev3,Performance,229,false,Neutral
500000000007178,001000000003567,2024-10-22,2024-11-11,Closed,Medium,Sev4,Billing,88,false,Positive
500000000007179,001000000002416,2024-12-13,,Working,Medium,Sev3,How-to,,false,Positive
500000000007180,001000000003024,2025-07-02,2025-07-23,Closed,Medium,Sev4,Performance,148,false,Positive
500000000007181,001000000002516,2025-01-10,2025-01-14,Closed,Medium,Sev4,Billing,189,false,Positive
500000000007182,001000000000120,2024-08-11,2024-09-01,Closed,Medium,Sev4,Performance,191,false,Neutral
500000000007183,001000000002763,2025-02-16,2025-03-04,Closed,Medium,Sev3,Bug,58,false,Neutral
500000000007184,001000000000276,2025-09-19,,Working,Medium,Sev3,How-to,,false,Neutral
500000000007185,001000000004736,2024-11-02,2024-11-12,Closed,Medium,Sev3,How-to,31,false,Neutral
500000000007186,001000000004289,2024-03-22,2024-04-02,Closed,Medium,Sev3,Performance,223,false,Positive
500000000007187,001000000004978,2024-04-30,2024-05-20,Closed,Medium,Sev4,Performance,6,false,Neutral
500000000007188,001000000001228,2024-07-13,,Working,Medium,Sev3,Performance,,false,Neutral
500000000007189,001000000003335,2025-02-21,,Working,Medium,Sev4,Bug,,false,Positive
500000000007190,001000000004563,2024-07-21,2024-08-10,Closed,Medium,Sev4,Integration,19,false,Neutral
500000000007191,001000000002933,2024-05-28,2024-06-16,Closed,Medium,Sev3,Performance,55,false,Neutral
500000000007192,001000000000674,2024-09-10,2024-09-13,Closed,Medium,Sev4,Integration,231,false,Positive
500000000007193,001000000000297,2025-06-11,2025-06-17,Closed,Medium,Sev4,Bug,179,false,Positive
500000000007194,001000000004916,2024-10-18,,Working,Medium,Sev4,Performance,,false,Neutral
500000000007195,001000000001615,2025-05-03,2025-05-17,Closed,High,Sev2,Billing,127,false,Neutral
500000000007196,001000000000312,2024-04-20,2024-05-02,Closed,High,Sev2,Integration,104,false,Negative
500000000007197,001000000004608,2025-06-26,2025-07-07,Closed,Medium,Sev3,Performance,78,false,Positive
500000000007198,001000000002175,2025-07-18,2025-07-23,Closed,Medium,Sev3,Bug,154,false,Neutral
500000000007199,001000000000876,2024-11-23,2024-12-01,Closed,Medium,Sev3,Bug,134,false,Neutral
500000000007200,001000000000635,2024-08-19,2024-08-24,Closed,Medium,Sev4,How-to,134,false,Positive
500000000007201,001000000002788,2025-03-11,2025-03-31,Closed,Medium,Sev4,Bug,141,false,Neutral
500000000007202,001000000004206,2024-07-01,,Working,Medium,Sev4,Billing,,false,Neutral
500000000007203,001000000001818,2024-12-01,2024-12-13,Closed,Medium,Sev3,Integration,91,false,Neutral
500000000007204,001000000002306,2025-02-27,2025-03-10,Closed,Medium,Sev4,Performance,160,false,Positive
500000000007205,001000000000529,2024-11-01,2024-11-12,Closed,Medium,Sev4,Billing,153,false,Neutral
500000000007206,001000000004784,2025-08-06,2025-08-11,Closed,Medium,Sev4,Performance,84,false,Positive
500000000007207,001000000002825,2024-03-02,2024-03-10,Closed,Medium,Sev4,Billing,64,false,Positive
500000000007208,001000000002836,2024-06-28,2024-07-14,Closed,Medium,Sev4,Bug,67,false,Neutral
500000000007209,001000000000878,2024-12-30,2025-01-11,Closed,Medium,Sev4,How-to,112,false,Neutral
500000000007210,001000000003555,2025-03-04,2025-03-09,Closed,Medium,Sev4,Integration,54,false,Positive
500000000007211,001000000000886,2024-10-24,,Working,Medium,Sev3,Bug,,false,Neutral
500000000007212,001000000003249,2024-10-07,2024-10-20,Closed,Medium,Sev3,Billing,156,false,Positive
500000000007213,001000000001478,2024-12-04,2024-12-05,Closed,Medium,Sev4,Bug,77,false,Neutral
500000000007214,001000000001888,2024-05-24,,Working,Medium,Sev3,Billing,,false,Positive
500000000007215,001000000003323,2024-10-29,,New,Medium,Sev3,Bug,,false,Positive
500000000007216,001000000003581,2025-01-06,2025-01-07,Closed,Medium,Sev4,Billing,111,false,Neutral
500000000007217,001000000003969,2025-07-07,2025-07-17,Closed,Medium,Sev4,Bug,178,false,Neutral
500000000007218,001000000002949,2024-04-25,2024-05-13,Closed,Medium,Sev4,Integration,165,false,Positive
500000000007219,001000000003800,2025-04-11,2025-04-12,Closed,Medium,Sev3,Performance,151,false,Neutral
500000000007220,001000000001964,2024-09-30,2024-10-17,Closed,Medium,Sev4,Performance,205,false,Positive
500000000007221,001000000003227,2025-04-07,,New,Medium,Sev3,Bug,,false,Positive
500000000007222,001000000003941,2024-06-20,2024-07-08,Closed,Medium,Sev3,Integration,9,false,Neutral
500000000007223,001000000000268,2024-06-24,,Working,Medium,Sev4,Bug,,false,Positive
500000000007224,001000000002271,2025-05-09,2025-05-30,Closed,Medium,Sev3,How-to,101,false,Neutral
500000000007225,001000000000049,2025-07-14,,Working,Medium,Sev3,Bug,,false,Neutral
500000000007226,001000000004793,2024-06-07,2024-06-17,Closed,Medium,Sev3,Performance,162,false,Positive
500000000007227,001000000001682,2024-07-05,2024-07-15,Closed,Medium,Sev4,How-to,168,false,Positive
500000000007228,001000000002998,2025-07-09,2025-07-15,Closed,Medium,Sev4,Performance,91,false,Neutral
500000000007229,001000000002031,2024-05-07,2024-05-24,Closed,Medium,Sev3,Integration,224,false,Positive
500000000007230,001000000004671,2024-08-04,,Working,Medium,Sev4,Bug,,false,Positive
500000000007231,001000000000679,2024-04-01,2024-04-05,Closed,Medium,Sev4,Integration,25,false,Neutral
500000000007232,001000000001724,2025-07-08,,Working,Medium,Sev3,Bug,,false,Positive
500000000007233,001000000002202,2025-09-26,2025-10-03,Closed,Medium,Sev3,Integration,168,false,Positive
500000000007234,001000000002302,2025-07-16,,Working,Medium,Sev4,Integration,,false,Positive
500000000007235,001000000000476,2024-12-23,2025-01-03,Closed,Medium,Sev3,How-to,98,false,Positive
500000000007236,001000000003597,2024-05-20,2024-05-22,Closed,Medium,Sev4,Billing,75,false,Positive
500000000007237,001000000000310,2025-01-08,2025-01-15,Closed,Medium,Sev4,Performance,194,false,Positive
500000000007238,001000000001673,2024-10-11,2024-10-20,Closed,Medium,Sev3,Billing,106,false,Neutral
500000000007239,001000000004760,2024-08-09,2024-08-23,Closed,Medium,Sev3,Billing,204,false,Neutral
500000000007240,001000000001940,2024-07-15,2024-08-03,Closed,Medium,Sev4,How-to,187,false,Positive
500000000007241,001000000003748,2024-10-11,2024-10-29,Closed,Medium,Sev4,Performance,230,false,Positive
500000000007242,001000000004468,2025-05-10,2025-05-24,Closed,Medium,Sev4,Performance,77,false,Neutral
500000000007243,001000000001207,2024-10-21,2024-11-11,Closed,Medium,Sev3,Integration,126,false,Neutral
500000000007244,001000000000542,2024-10-07,,Working,Medium,Sev4,How-to,,false,Positive
500000000007245,001000000000520,2025-05-09,2025-05-23,Closed,Medium,Sev3,How-to,199,false,Neutral
500000000007246,001000000002797,2025-07-28,2025-08-03,Closed,Medium,Sev4,Billing,140,false,Neutral
500000000007247,001000000003974,2025-06-07,2025-06-25,Closed,Medium,Sev3,How-to,9,false,Neutral
500000000007248,001000000000447,2025-05-08,2025-05-12,Closed,Medium,Sev4,Billing,191,false,Neutral
500000000007249,001000000003244,2025-06-19,2025-07-03,Closed,Medium,Sev3,Integration,176,false,Neutral
500000000007250,001000000001041,2024-02-18,2024-02-26,Closed,Medium,Sev3,Integration,161,false,Positive
500000000007251,001000000001059,2024-11-08,2024-11-12,Closed,Medium,Sev4,Performance,29,false,Positive
500000000007252,001000000004146,2024-01-22,2024-01-23,Closed,Medium,Sev3,Integration,232,false,Positive
500000000007253,001000000003358,2024-08-31,2024-09-13,Closed,Medium,Sev3,Performance,72,false,Positive
500000000007254,001000000001621,2025-06-09,2025-06-27,Closed,Medium,Sev3,Bug,222,false,Positive
500000000007255,001000000003349,2025-04-18,2025-04-23,Closed,Medium,Sev3,Bug,69,false,Positive
500000000007256,001000000003578,2024-08-31,2024-09-16,Closed,Medium,Sev4,How-to,163,false,Positive
500000000007257,001000000000229,2024-01-12,2024-01-22,Closed,Medium,Sev3,Performance,163,false,Neutral
500000000007258,001000000000162,2024-06-13,2024-06-20,Closed,Medium,Sev3,How-to,178,false,Neutral
500000000007259,001000000003589,2024-02-28,2024-03-11,Closed,Medium,Sev3,Integration,159,false,Neutral
500000000007260,001000000000266,2024-02-26,,Working,Medium,Sev3,Bug,,false,Neutral
500000000007261,001000000000518,2025-03-19,2025-03-25,Closed,Medium,Sev4,How-to,99,false,Neutral
500000000007262,001000000003365,2025-06-18,2025-06-20,Closed,Medium,Sev3,Billing,93,false,Neutral
500000000007263,001000000000971,2024-07-15,2024-07-23,Closed,Medium,Sev3,Performance,170,false,Positive
500000000007264,001000000001240,2024-10-22,,Working,Medium,Sev3,Billing,,false,Positive
500000000007265,001000000001359,2024-09-26,2024-10-03,Closed,Medium,Sev3,Performance,144,false,Neutral
500000000007266,001000000004907,2024-06-12,2024-06-19,Closed,Medium,Sev3,Performance,195,false,Positive
500000000007267,001000000000757,2024-09-14,,Working,Medium,Sev4,Billing,,false,Neutral
500000000007268,001000000001648,2024-04-22,2024-05-11,Closed,High,Sev2,How-to,185,false,Neutral
500000000007269,001000000003739,2025-05-12,2025-05-30,Closed,Medium,Sev4,Integration,12,false,Positive
500000000007270,001000000001478,2024-08-22,2024-09-02,Closed,Medium,Sev4,Performance,58,false,Neutral
500000000007271,001000000000008,2024-06-03,2024-06-11,Closed,Medium,Sev3,Integration,186,false,Neutral
500000000007272,001000000003857,2025-09-03,,New,Medium,Sev3,Performance,,false,Neutral
